"codigoestacion","codigosensor","fechaobservacion","valorobservado","nombreestacion","departamento","municipio","zonahidrografica","latitud","longitud","descripcionsensor","unidadmedida"
"2906500077","0240","2019-08-17T16:20:00.000","0","PALMOR - SIERRA NEVADA - AUT","MAGDALENA","CIÉNAGA","BAJO MAGDALENA","10.77175","-74.019138889","Precipitacion","mm"
"0025025030","0240","2017-08-18T11:20:00.000","0","AYAPEL","CÓRDOBA","AYAPEL","BAJO MAGDALENA- CAUCA -SAN JORGE","8.295","-75.165","Precipitacion","mm"
"0023197690","0240","2013-10-07T07:40:00.000","0","PALOGORDO - AUT","SANTANDER","GIRÓN","MEDIO MAGDALENA","6.969166667","-73.13055556","Precipitacion","mm"
"0024025090","0240","2013-08-02T05:20:00.000","0","MOGOTES - AUT","SANTANDER","MOGOTES","SOGAMOSO","6.47","-72.96888889","Precipitacion","mm"
"0021206280","0240","2019-07-08T21:50:00.000","0","ACAPULCO","CUNDINAMARCA","BOJACÁ","ALTO MAGDALENA","4.653833333","-74.33305556","Precipitacion","mm"
"0055015010","0240","2017-03-21T17:40:00.000","0","PIE DE PATO - AUT","CHOCO","ALTO BAUDÓ (PIE DE PATO)","BAUDÓ - DIRECTOS PACIFICO","5.521083333","-76.97316667","Precipitacion","mm"
"0026065502","0240","2017-11-23T18:35:00.000","1.6","TRINIDAD LA  - AUT","CAUCA","PIENDAMÓ","CAUCA","2.750555556","-76.57916667","Precipitacion","mm"
"0022075050","0240","2017-01-16T21:30:00.000","0","PARAMO DE YERBABUENA  - AUT","TOLIMA","RONCESVALLES","SALDAÑA","4.075805556","-75.70083333","Precipitacion","mm"
"0023017040","0240","2015-10-09T16:10:00.000","0","LA ESPERANZA- GUALÍ","TOLIMA","MARIQUITA","MEDIO MAGDALENA","5.206","-74.914","Precipitacion","mm"
"2120000103","0240","2018-11-11T21:10:00.000","0","CERRO NORTE - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.733","-74.019","Precipitacion","mm"
"0052025090","0240","2017-12-14T01:30:00.000","0","LA SIERRA - AUT","CAUCA","LA SIERRA","PATÍA","2.193833333","-76.75033333","Precipitacion","mm"
"0023085260","0240","2019-04-21T06:50:00.000","0","LA SELVA - AUT","ANTIOQUIA","RIONEGRO","MEDIO MAGDALENA","6.131916667","-75.41455556","Precipitacion","mm"
"0016035030","0240","2019-03-06T21:30:00.000","0","SARDINATA  - AUT","NORTE DE SANTANDER","SARDINATA","CATATUMBO","8.076666667","-72.80305556","Precipitacion","mm"
"0051025090","0240","2018-11-23T11:10:00.000","0","GRANJA MIRA","NARINO","TUMACO","MIRA","1.55","-78.696","Precipitacion","mm"
"2120000099","0240","2019-07-30T11:58:00.000","0","COLEGIO VEINTIUN ANGELES - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.749","-74.081","Precipitacion","mm"
"2120000100","0240","2019-01-05T00:47:00.000","0","COLEGIO ALEMANIA SOLIDARIA - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.652","-74.075","Precipitacion","mm"
"0011159010","0240","2008-10-15T06:10:00.000","0","CAPURGANA - TX GPRS","CHOCÓ","ACANDÍ","ATRATO - DARIÉN","8.616","-77.331","Precipitacion","mm"
"0028025120","0240","2018-07-22T02:00:00.000","0","SERRANIA DEL PERIJA  - AUT","CESAR","AGUSTÍN CODAZZI","CESAR","10.02908333","-73.04619444","Precipitacion","mm"
"0024035370","0240","2016-07-11T16:10:00.000","0","EL ESPINO - AUT","BOYACÁ","EL ESPINO","SOGAMOSO","6.506722222","-72.45266667","Precipitacion","mm"
"0013055040","0240","2009-05-04T02:10:00.000","0","INCODER - AUT","CORDOBA","MONTERÍA","SINÚ","8.746944444","-75.91388889","Precipitacion","mm"
"0026185501","0240","2018-09-01T18:20:00.000","0","SONSON  - AUT","ANTIOQUIA","SONSÓN","CAUCA","5.677719444","-75.34780556","Precipitacion","mm"
"0035085070","0240","2018-06-21T03:20:00.000","0","SANTA MARIA - AUT","BOYACÁ","SANTA MARÍA","META","4.84125","-73.25669444","Precipitacion","mm"
"0021015070","0240","2006-11-04T18:00:00.000","0","LOS GUACHAROS  - AUT","HUILA","PALESTINA","ALTO MAGDALENA","1.675833","-76.106841","Precipitacion","mm"
"0023105070","0240","2018-12-31T14:50:00.000","0","MACEO - AUT","ANTIOQUIA","YOLOMBÓ","MEDIO MAGDALENA","6.571638889","-74.79472222","Precipitacion","mm"
"0035085060","0240","2019-04-14T19:10:00.000","0.3","ZETAQUIRA - AUT","BOYACÁ","ZETAQUIRÁ","META","5.294944444","-73.16994444","Precipitacion","mm"
"0021257120","0240","2006-02-27T07:10:00.000","0","PUENTE NEGRO  - AUT","TOLIMA","VILLAHERMOSA","ALTO MAGDALENA","4.940194444","-75.08980556","Precipitacion","mm"
"0025020600","0240","2017-08-20T12:40:00.000","0","HDA SAJONIA - LA MOJANA TX GPRS/GOES","CÓRDOBA","PUEBLO NUEVO","BAJO MAGDALENA- CAUCA -SAN JORGE","8.49","-75.601","Precipitacion","mm"
"0021115180","0240","2014-11-26T00:30:00.000","0","HACIENDA MANILA - AUT","HUILA","BARAYA","ALTO MAGDALENA","3.133055556","-75.08152778","Precipitacion","mm"
"0021206990","0240","2015-09-14T20:30:00.000","0","TIBAITATA - AUT","CUNDINAMARCA","MOSQUERA","ALTO MAGDALENA","4.691416667","-74.209","Precipitacion","mm"
"0021206990","0240","2006-12-27T03:20:00.000","0","TIBAITATA - AUT","CUNDINAMARCA","MOSQUERA","ALTO MAGDALENA","4.691416667","-74.209","Precipitacion","mm"
"0053045040","0240","2018-05-06T21:40:00.000","0","AEROPUERTO GUAPI - AUT","CAUCA","GUAPI","TAPAJE - DAGUA - DIRECTOS","2.574416667","-77.89475","Precipitacion","mm"
"0021255160","0240","2006-03-07T21:20:00.000","0.1","HACIENDA PAJONALES","TOLIMA","AMBALEMA","ALTO MAGDALENA","4.760722222","-74.83425","Precipitacion","mm"
"0021055070","0240","2016-01-23T06:20:00.000","0","INZA - AUT","CAUCA","INZÁ","ALTO MAGDALENA","2.548194444","-76.06394444","Precipitacion","mm"
"0023125160","0240","2010-02-08T07:20:00.000","0","SAN PABLO DE BORBUR  - AUT","BOYACÁ","SAN PABLO DE BORBUR","MEDIO MAGDALENA","5.647027778","-74.07130556","Precipitacion","mm"
"0021137010","0240","2014-05-05T03:20:00.000","0","PURIFICACION","TOLIMA","PURIFICACIÓN","ALTO MAGDALENA","3.85","-74.936","Precipitacion","mm"
"0021206990","0240","2006-07-10T22:50:00.000","0","TIBAITATA - AUT","CUNDINAMARCA","MOSQUERA","ALTO MAGDALENA","4.691416667","-74.209","Precipitacion","mm"
"0021206990","0240","2013-07-23T02:00:00.000","0","TIBAITATA - AUT","CUNDINAMARCA","MOSQUERA","ALTO MAGDALENA","4.691416667","-74.209","Precipitacion","mm"
"0016057030","0240","2010-03-03T01:40:00.000","0","LA CABANA - AUT","NORTE DE SANTANDER","OCAÑA","CATATUMBO","8.197805556","-73.31825","Precipitacion","mm"
"0023197690","0240","2011-04-06T21:20:00.000","0","PALOGORDO - AUT","SANTANDER","GIRÓN","MEDIO MAGDALENA","6.969166667","-73.13055556","Precipitacion","mm"
"0015065180","0240","2017-06-26T05:40:00.000","0","APTO ALMIRANTE PADILLA TX GPRS","LA GUAJIRA","RIOHACHA","CARIBE - GUAJIRA","11.53","-72.918","Precipitacion","mm"
"0023050420","0240","2008-10-05T17:10:00.000","0","ARGELIA ANTIOQUIA - AUT","ANTIOQUIA","ARGELIA","MEDIO MAGDALENA","5.731138889","-75.13852778","Precipitacion","mm"
"0015085050","0240","2018-09-16T06:30:00.000","0","TOROMANA - AUT","LA GUAJIRA","URIBIA","CARIBE - GUAJIRA","12.08352778","-71.21094444","Precipitacion","mm"
"0026015050","0240","2019-06-14T05:40:00.000","0","PALETARA  - AUT","CAUCA","PURACÉ (COCONUCO)","CAUCA","2.191722222","-76.48202778","Precipitacion","mm"
"0052045080","0240","2019-08-14T01:40:00.000","0.1","UNIVERSIDAD DE NARINO  - AUT","NARIÑO","PASTO","PATÍA","1.225111111","-77.28338889","Precipitacion","mm"
"0016025501","0240","2017-06-09T23:05:00.000","0.1","CUCUTILLA  - AUT","NORTE DE SANTANDER","CUCUTILLA","CATATUMBO","7.519455556","-72.79790278","Precipitacion","mm"
"0021206960","0240","2017-10-07T09:00:00.000","0","IDEAM BOGOTA  - AUT","BOGOTA","BOGOTA, D.C","ALTO MAGDALENA","4.6","-74.06666667","Precipitacion","mm"
"0021202170","0240","2016-07-13T16:10:00.000","0","SIERRA MORENA - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.567","-74.167","Precipitacion","mm"
"0021202180","0240","2011-11-21T13:30:00.000","0","QUIBA - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.543","-74.156","Precipitacion","mm"
"0011105020","0240","2008-04-14T12:40:00.000","0","CARMEN DARIEN","CHOCÓ","CARMEN DEL DARIÉN  (CURBARADÓ)","ATRATO - DARIÉN","7.154","-76.977","Precipitacion","mm"
"0026135320","0240","2019-06-08T00:40:00.000","0","NEVADO SANTA ISABEL  - AUT","CALDAS","VILLAMARIA","CAUCA","4.802611111","-75.38047222","Precipitacion","mm"
"0035077150","0240","2017-04-10T16:00:00.000","0","PUNTEADERO - CHIVOR","BOYACÁ","CHINAVITA","META","5.191","-73.386","Precipitacion","mm"
"0057025020","0240","2017-03-29T09:00:00.000","0","GORGONA GUAPI","CAUCA","GUAPI","GUAVIARE","2.963","-78.174","Precipitacion","mm"
"0021205502","0240","2018-10-17T08:50:00.000","0","MISIONES  - AUT","CUNDINAMARCA","EL COLEGIO","ALTO MAGDALENA","4.544997222","-74.44055556","Precipitacion","mm"
"0024035410","0240","2009-10-01T08:50:00.000","0","SOGAMOSO - AUT","BOYACÁ","SOGAMOSO","SOGAMOSO","5.753333333","-72.91115278","Precipitacion","mm"
"0021206920","0240","2007-11-11T11:10:00.000","0","VILLA TERESA - AUT","BOGOTA","BOGOTA, D.C","ALTO MAGDALENA","4.35","-74.15","Precipitacion","mm"
"0026145090","0240","2018-06-15T15:00:00.000","0","SANTA EMILIA - AUT","RISARALDA","BELÉN DE UMBRÍA","CAUCA","5.207472222","-75.90294444","Precipitacion","mm"
"0011047040","0240","2013-11-24T01:50:00.000","0","QUIBDO - AUT","CHOCO","QUIBDÓ","ATRATO - DARIÉN","5.697991667","-76.66225833","Precipitacion","mm"
"0023157030","0240","2014-04-14T20:30:00.000","0","BARRANCABERMEJA  - AUT","SANTANDER","BARRANCABERMEJA","MEDIO MAGDALENA","7.060194444","-73.876","Precipitacion","mm"
"0026155250","0240","2018-03-28T11:50:00.000","0","PARAMO CONEJERAS  - AUT","CALDAS","VILLAMARIA","CAUCA","4.829805556","-75.37583333","Precipitacion","mm"
"0024035360","0240","2015-12-05T23:20:00.000","0","SOCHA - AUT","BOYACÁ","SOCHA","SOGAMOSO","5.985416667","-72.99702778","Precipitacion","mm"
"0015015120","0240","2015-06-24T11:50:00.000","0","UNIVERSIDAD TECNOLOGICA  - AUT","MAGDALENA","SANTA MARTA","CARIBE - GUAJIRA","11.22305556","-74.18591667","Precipitacion","mm"
"0021235030","0240","2010-12-04T19:30:00.000","0","UNIVERSIDAD DE CUNDINAMARCA - AUT","CUNDINAMARCA","GIRARDOT","ALTO MAGDALENA","4.305333333","-74.80811111","Precipitacion","mm"
"0026217010","0240","2019-04-30T03:40:00.000","0","LA GALERA - AUT","ANTIOQUIA","SANTA FE DE ANTIOQUIA","CAUCA","6.554972222","-75.86419444","Precipitacion","mm"
"0023087150","0240","2019-06-17T10:20:00.000","0","PUENTE REAL  - AUT","ANTIOQUIA","RIONEGRO","MEDIO MAGDALENA","6.143472222","-75.37994444","Precipitacion","mm"
"0035077080","0240","2019-07-02T14:00:00.000","0","PTE FIERRO - CHIVOR","BOYACÁ","SOMONDOCO","META","4.985","-73.463","Precipitacion","mm"
"0021015040","0240","2018-03-16T10:20:00.000","0","LA PRIMAVERA - AUT","HUILA","SALADOBLANCO","ALTO MAGDALENA","2.021583333","-76.11433333","Precipitacion","mm"
"0021015050","0240","2014-05-03T22:20:00.000","0","PURACE  - AUT","HUILA","SAN AGUSTÍN","ALTO MAGDALENA","1.925916667","-76.42755556","Precipitacion","mm"
"0036015020","0240","2018-04-13T03:10:00.000","0","EL DIAMANTE - AUT","CASANARE","PAZ DE ARIPORO","META","5.816194444","-71.41983333","Precipitacion","mm"
"0021015070","0240","2008-02-20T11:00:00.000","0","LOS GUACHAROS  - AUT","HUILA","PALESTINA","ALTO MAGDALENA","1.675833","-76.106841","Precipitacion","mm"
"0021015070","0240","2005-08-07T22:10:00.000","1.9","LOS GUACHAROS  - AUT","HUILA","PALESTINA","ALTO MAGDALENA","1.675833","-76.106841","Precipitacion","mm"
"0021202230","0240","2014-06-20T12:20:00.000","0","UAN SEDE USME - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.467","-74.117","Precipitacion","mm"
"0023085260","0240","2012-09-07T01:40:00.000","0","LA SELVA - AUT","ANTIOQUIA","RIONEGRO","MEDIO MAGDALENA","6.131916667","-75.41455556","Precipitacion","mm"
"0014019030","0240","2011-12-06T07:50:00.000","0","CC DIQUE: CIOH","BOLÍVAR","CARTAGENA DE INDIAS","CARIBE - LITORAL","10.391","-75.534","Precipitacion","mm"
"2120000103","0240","2019-08-06T02:38:00.000","0","CERRO NORTE - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.733","-74.019","Precipitacion","mm"
"0056125730","0240","2019-01-08T23:40:00.000","0","ESTRELLA DE AGUA - AUT","QUINDÍO","SALENTO","CAUCA","4.62325","-75.430961111","Precipitacion","mm"
"0015075501","0240","2015-01-25T21:11:00.000","0","AEROPUERTO PUERTO BOLIVAR  - AUT","LA GUAJIRA","URIBIA","CARIBE - GUAJIRA","12.22430556","-71.98288889","Precipitacion","mm"
"0024015110","0240","2012-03-11T12:50:00.000","0","LA BOYERA - AUT","CUNDINAMARCA","UBATÉ","SOGAMOSO","5.303805556","-73.85175","Precipitacion","mm"
"0022057010","0240","2006-08-01T07:50:00.000","0","PIEDRAS DE COBRE  - AUT","TOLIMA","SALDAÑA","SALDAÑA","3.908388889","-75.10327778","Precipitacion","mm"
"0025020520","0240","2018-01-07T21:50:00.000","0","BUENAVISTA - LA MOJANA TX GPRS/GOES","CÓRDOBA","BUENAVISTA","BAJO MAGDALENA- CAUCA -SAN JORGE","8.222","-75.468","Precipitacion","mm"
"2120000100","0240","2019-06-18T05:13:00.000","0","COLEGIO ALEMANIA SOLIDARIA - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.652","-74.075","Precipitacion","mm"
"0024015509","0240","2016-11-29T08:00:00.000","0","ARCABUCO - ISAGEN - Estacion en Pruebas","BOYACÁ","ARCABUCO","SOGAMOSO","5.762","-73.445","Precipitacion","mm"
"0016055120","0240","2007-05-03T18:10:00.000","0","AGUAS DE LA VIRGEN  - AUT","NORTE DE SANTANDER","OCAÑA","CATATUMBO","8.227694444","-73.3975","Precipitacion","mm"
"0055015010","0240","2019-05-06T05:50:00.000","0.2","PIE DE PATO - AUT","CHOCO","ALTO BAUDÓ (PIE DE PATO)","BAUDÓ - DIRECTOS PACIFICO","5.521083333","-76.97316667","Precipitacion","mm"
"0023127020","0240","2016-12-16T12:10:00.000","0","PTO ARAUJO - RIO CARARE","SANTANDER","CIMITARRA","MEDIO MAGDALENA","6.526","-74.086","Precipitacion","mm"
"0021185090","0240","2015-10-11T04:20:00.000","0","NATAIMA - AUT","TOLIMA","ESPINAL","ALTO MAGDALENA","4.188138889","-74.96047222","Precipitacion","mm"
"0044197020","0240","2018-03-09T21:00:00.000","0","VILLAREAL - RIO CAQUETA","AMAZONAS","LA PEDRERA","CAQUETÁ","-1.31","-69.619","Precipitacion","mm"
"0024025090","0240","2019-03-05T20:20:00.000","0","MOGOTES - AUT","SANTANDER","MOGOTES","SOGAMOSO","6.47","-72.96888889","Precipitacion","mm"
"0021202240","0240","2009-09-17T13:40:00.000","0","UAN SEDE CIRCUNVALAR - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.633","-74.05","Precipitacion","mm"
"0021206930","0240","2010-06-25T05:00:00.000","0","PARAMO GUERRERO  - AUT","CUNDINAMARCA","ZIPAQUIRÁ","ALTO MAGDALENA","5.086444444","-74.02216667","Precipitacion","mm"
"0026145501","0240","2018-11-03T22:30:00.000","0","APIA  - AUT","RISARALDA","APÍA","CAUCA","5.105055556","-75.93305556","Precipitacion","mm"
"0023065190","0240","2011-02-03T04:20:00.000","0","QUEBRADA NEGRA - AUT","CUNDINAMARCA","QUEBRADANEGRA","MEDIO MAGDALENA","5.137611111","-74.48125","Precipitacion","mm"
"0024035390","0240","2017-08-21T11:20:00.000","0","PARAMO ALMORZADERO  - AUT","SANTANDER","CERRITO","SOGAMOSO","6.945388889","-72.69633333","Precipitacion","mm"
"0024015110","0240","2005-12-16T07:50:00.000","0","LA BOYERA - AUT","CUNDINAMARCA","UBATÉ","SOGAMOSO","5.303805556","-73.85175","Precipitacion","mm"
"0021206780","0240","2012-02-04T17:00:00.000","0","LA INDEPENDENCIA FOPAE Fuera de Servicio","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.617","-74.317","Precipitacion","mm"
"0026125503","0240","2018-02-02T02:50:00.000","0","LA SIRENA  - AUT","VALLE DEL CAUCA","SEVILLA","CAUCA","4.285","-75.9025","Precipitacion","mm"
"0016035501","0240","2017-09-17T12:55:00.000","0","SARDINATA  - AUT","NORTE DE SANTANDER","SARDINATA","CATATUMBO","8.151169444","-72.86776667","Precipitacion","mm"
"0021195170","0240","2007-01-21T02:40:00.000","0","PAQUILO - AUT","CUNDINAMARCA","CABRERA","ALTO MAGDALENA","3.993611111","-74.39805556","Precipitacion","mm"
"0022075050","0240","2012-05-22T15:40:00.000","0","PARAMO DE YERBABUENA  - AUT","TOLIMA","RONCESVALLES","SALDAÑA","4.075805556","-75.70083333","Precipitacion","mm"
"0021015050","0240","2012-11-27T12:10:00.000","0","PURACE  - AUT","HUILA","SAN AGUSTÍN","ALTO MAGDALENA","1.925916667","-76.42755556","Precipitacion","mm"
"0026125503","0240","2019-06-05T18:30:00.000","0","LA SIRENA  - AUT","VALLE DEL CAUCA","SEVILLA","CAUCA","4.285","-75.9025","Precipitacion","mm"
"0021195190","0240","2017-03-12T17:50:00.000","0","PASCA - AUT","CUNDINAMARCA","PASCA","ALTO MAGDALENA","4.310111111","-74.31175","Precipitacion","mm"
"0026135290","0240","2018-04-27T11:10:00.000","0.5","MARSELLA - AUT","RISARALDA","MARSELLA","CAUCA","4.929583333","-75.73838889","Precipitacion","mm"
"0015065040","0240","2018-12-01T20:40:00.000","0","LA PAULINA - AUT","LA GUAJIRA","FONSECA","CARIBE - GUAJIRA","10.89813889","-72.82847222","Precipitacion","mm"
"0024035360","0240","2016-04-12T03:20:00.000","0","SOCHA - AUT","BOYACÁ","SOCHA","SOGAMOSO","5.985416667","-72.99702778","Precipitacion","mm"
"0021117110","0240","2017-05-09T14:00:00.000","0","MOTILON  - AUT","HUILA","RIVERA","ALTO MAGDALENA","2.805583333","-75.08555556","Precipitacion","mm"
"0035197190","0240","2019-05-07T09:40:00.000","0","PAJARITO - AUT","BOYACÁ","PAJARITO","META","5.283472222","-72.70194444","Precipitacion","mm"
"0021185090","0240","2008-06-02T17:40:00.000","0","NATAIMA - AUT","TOLIMA","ESPINAL","ALTO MAGDALENA","4.188138889","-74.96047222","Precipitacion","mm"
"0035077310","0240","2017-06-13T12:00:00.000","0","BARBOSA TERMALES - CHIVOR","CUNDINAMARCA","TIBIRITA","META","5.053","-73.531","Precipitacion","mm"
"0053115502","0240","2018-11-25T22:25:00.000","0","JULIO FERNANDEZ  - AUT","VALLE DEL CAUCA","RESTREPO","TAPAJE - DAGUA - DIRECTOS","3.809163889","-76.53305556","Precipitacion","mm"
"0026055110","0240","2018-09-14T04:40:00.000","0","LA INDEPENDENCIA - AUT","VALLE DEL CAUCA","JAMUNDÍ","CAUCA","3.185361111","-76.56930556","Precipitacion","mm"
"2120000103","0240","2019-08-02T05:18:00.000","0","CERRO NORTE - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.733","-74.019","Precipitacion","mm"
"2120000102","0240","2019-01-05T21:56:00.000","0","COLEGIO CARLOS PIZARRO - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.635","-74.205","Precipitacion","mm"
"2401500052","0240","2019-05-25T20:00:00.000","0","PUENTE GUILLERMO - AUT","SANTANDER","PUENTE NACIONAL","SOGAMOSO","5.796416667","-73.726666667","Precipitacion","mm"
"0053115502","0240","2019-07-03T18:40:00.000","0","JULIO FERNANDEZ  - AUT","VALLE DEL CAUCA","RESTREPO","TAPAJE - DAGUA - DIRECTOS","3.809163889","-76.53305556","Precipitacion","mm"
"0021255501","0240","2019-06-26T06:35:00.000","0","LA TRINIDAD  - AUT","TOLIMA","LÍBANO","ALTO MAGDALENA","4.895","-75.04","Precipitacion","mm"
"0026135290","0240","2017-10-02T09:50:00.000","0","MARSELLA - AUT","RISARALDA","MARSELLA","CAUCA","4.929583333","-75.73838889","Precipitacion","mm"
"0013057010","0240","2006-11-26T09:10:00.000","0","NUEVA COLOMBIA","CÓRDOBA","MONTERÍA","SINÚ","8.499","-75.979","Precipitacion","mm"
"0035085060","0240","2018-09-13T21:50:00.000","0","ZETAQUIRA - AUT","BOYACÁ","ZETAQUIRÁ","META","5.294944444","-73.16994444","Precipitacion","mm"
"0021055501","0240","2018-03-08T17:30:00.000","0","SIMON CAMPOS  - AUT","HUILA","LA PLATA","ALTO MAGDALENA","2.345830556","-75.87805556","Precipitacion","mm"
"0022057010","0240","2012-09-20T21:40:00.000","0","PIEDRAS DE COBRE  - AUT","TOLIMA","SALDAÑA","SALDAÑA","3.908388889","-75.10327778","Precipitacion","mm"
"0024035360","0240","2010-04-04T19:10:00.000","0","SOCHA - AUT","BOYACÁ","SOCHA","SOGAMOSO","5.985416667","-72.99702778","Precipitacion","mm"
"0016015130","0240","2010-04-02T14:50:00.000","0","ALCALDIA DE HERRAN  - AUT","NORTE DE SANTANDER","HERRÁN","CATATUMBO","7.506722222","-72.48536111","Precipitacion","mm"
"0023125170","0240","2006-04-18T05:40:00.000","0.2","SAN CAYETANO - AUT","CUNDINAMARCA","SAN CAYETANO","MEDIO MAGDALENA","5.333333333","-74.016666667","Precipitacion","mm"
"0021206930","0240","2017-08-21T05:40:00.000","0","PARAMO GUERRERO  - AUT","CUNDINAMARCA","ZIPAQUIRÁ","ALTO MAGDALENA","5.086444444","-74.02216667","Precipitacion","mm"
"0021165501","0240","2018-12-01T09:40:00.000","0","DOLORES  - AUT","TOLIMA","DOLORES","ALTO MAGDALENA","3.537155556","-74.82982778","Precipitacion","mm"
"0021209200","0240","2019-06-13T12:50:00.000","0","LA CAMPINA - AUT","CUNDINAMARCA","GIRARDOT","ALTO MAGDALENA","4.304888889","-74.793777778","Precipitacion","mm"
"0021255160","0240","2014-07-16T09:20:00.000","0","HACIENDA PAJONALES","TOLIMA","AMBALEMA","ALTO MAGDALENA","4.760722222","-74.83425","Precipitacion","mm"
"0016027300","0240","2015-06-13T03:40:00.000","0","PUENTE CAPIRA - AUT","NORTE DE SANTANDER","CUCUTILLA","CATATUMBO","7.537194444","-72.77113889","Precipitacion","mm"
"0015067020","0240","2012-08-13T18:59:05.000","0","EL CERCADO","LA GUAJIRA","FONSECA","CARIBE - GUAJIRA","10.908","-73.008","Precipitacion","mm"
"0023065503","0240","2018-06-13T14:35:00.000","0","EL MIRADOR  - AUT","CUNDINAMARCA","SASAIMA","MEDIO MAGDALENA","4.95","-74.4","Precipitacion","mm"
"0015065040","0240","2014-06-04T23:10:00.000","0","LA PAULINA - AUT","LA GUAJIRA","FONSECA","CARIBE - GUAJIRA","10.89813889","-72.82847222","Precipitacion","mm"
"0027015320","0240","2019-06-12T06:40:00.000","0","ARAGON - AUT","ANTIOQUIA","SANTA ROSA DE OSOS","NECHÍ","6.781083333","-75.560888889","Precipitacion","mm"
"0026135501","0240","2019-06-25T10:00:00.000","0","EL PILAMO  - AUT","RISARALDA","PEREIRA","CAUCA","4.868333333","-75.79333333","Precipitacion","mm"
"0016015110","0240","2015-10-07T08:00:00.000","0","UNIVERSIDAD FRANCISO DE PAULA SANTANDER - AUT","NORTE DE SANTANDER","CÚCUTA","CATATUMBO","7.898777778","-72.48716667","Precipitacion","mm"
"0013057010","0240","2009-08-09T01:20:00.000","0","NUEVA COLOMBIA","CÓRDOBA","MONTERÍA","SINÚ","8.499","-75.979","Precipitacion","mm"
"0023125501","0240","2018-11-17T00:05:00.000","0","PAUNA  - AUT","BOYACÁ","PAUNA","MEDIO MAGDALENA","5.657130556","-73.96032778","Precipitacion","mm"
"0026237040","0240","2018-04-03T21:50:00.000","0","PTO VALDIVIA","ANTIOQUIA","VALDIVIA","CAUCA","7.287","-75.396","Precipitacion","mm"
"0035071001","0240","2018-10-11T02:30:00.000","0.3","TEATINOS - ESTACION EN PRUEBA","BOYACÁ","BOYACÁ","META","5.439","-73.351","Precipitacion","mm"
"0011135030","0240","2011-05-21T06:00:00.000","0","UNGUIA - AUT","CHOCO","UNGUÍA","ATRATO - DARIÉN","8.036722222","-77.08786111","Precipitacion","mm"
"0021255160","0240","2010-05-23T05:40:00.000","0","HACIENDA PAJONALES","TOLIMA","AMBALEMA","ALTO MAGDALENA","4.760722222","-74.83425","Precipitacion","mm"
"0044015060","0240","2018-12-16T09:30:00.000","0","ACUEDUCTO MOCOA - AUT","PUTUMAYO","MOCOA","CAQUETÁ","1.157333333","-76.65183333","Precipitacion","mm"
"0029047070","0240","2018-04-01T02:30:00.000","0","SAN PEDRITO - TX GPRS","ATLÁNTICO","SUAN","BAJO MAGDALENA","10.268","-74.908","Precipitacion","mm"
"0021237020","0240","2014-03-15T13:00:00.000","0","ARRANCAPLUMAS  - AUT","CUNDINAMARCA","GUADUAS","ALTO MAGDALENA","5.202416667","-74.72761111","Precipitacion","mm"
"0026155505","0240","2018-04-28T03:05:00.000","0","GRANJA LUKER  - AUT","CALDAS","PALESTINA","CAUCA","5.070275","-75.68555278","Precipitacion","mm"
"0013085050","0240","2005-03-15T11:15:00.000","0","LORICA ITA - En Siniestro","CÓRDOBA","LORICA","SINÚ","9.253","-75.844","Precipitacion","mm"
"0017017001","0240","2016-08-19T01:30:00.000","0","JHONNY CAY","SAN ANDRÉS PROVIDENCIA","SAN ANDRÉS","ISLAS CARIBE","12.599","-81.689","Precipitacion","mm"
"0013057010","0240","2016-06-10T17:20:00.000","0","NUEVA COLOMBIA","CÓRDOBA","MONTERÍA","SINÚ","8.499","-75.979","Precipitacion","mm"
"0026155240","0240","2017-06-18T22:20:00.000","0.3","PNN NEVADOS - AUT","CALDAS","VILLAMARIA","CAUCA","4.859444444","-75.38241667","Precipitacion","mm"
"0044015070","0240","2017-08-03T22:10:00.000","0","EL PEPINO - AUT","PUTUMAYO","MOCOA","CAQUETÁ","1.082888889","-76.66711111","Precipitacion","mm"
"0035215030","0240","2017-11-20T23:50:07.000","0","PERENCO: PISBA","BOYACÁ","PISVA","META","5.721","-72.488","Precipitacion","mm"
"0011037030","0240","2012-11-24T12:49:00.000","0","LA LOMA PUEBLO NUEVO - En Siniestro","CHOCÓ","RIO QUITO (PAIMADÓ)","ATRATO - DARIÉN","5.585","-76.753","Precipitacion","mm"
