"codigoestacion","codigosensor","fechaobservacion","valorobservado","nombreestacion","departamento","municipio","zonahidrografica","latitud","longitud","descripcionsensor","unidadmedida"
"0016025502","0240","2016-06-29T06:20:00.000","0","FRANCISCO ROMERO  - AUT","NORTE DE SANTANDER","SALAZAR","CATATUMBO","7.739166667","-72.78055278","Precipitacion","mm"
"0021206990","0240","2014-04-25T23:20:00.000","0","TIBAITATA - AUT","CUNDINAMARCA","MOSQUERA","ALTO MAGDALENA","4.691416667","-74.209","Precipitacion","mm"
"0024015110","0240","2013-09-24T19:30:00.000","0","LA BOYERA - AUT","CUNDINAMARCA","UBATÉ","SOGAMOSO","5.303805556","-73.85175","Precipitacion","mm"
"0013055040","0240","2015-12-10T18:30:00.000","0","INCODER - AUT","CORDOBA","MONTERÍA","SINÚ","8.746944444","-75.91388889","Precipitacion","mm"
"0016025503","0240","2018-05-09T10:55:00.000","0","GRAMALOTE  - AUT","NORTE DE SANTANDER","GRAMALOTE","CATATUMBO","7.923163889","-72.83375556","Precipitacion","mm"
"0042077020","0240","2019-07-10T16:30:00.000","0","MITU","VAUPÉS","MITÚ","VAUPES","1.26","-70.239","Precipitacion","mm"
"0026135320","0240","2018-08-10T22:50:00.000","0","NEVADO SANTA ISABEL  - AUT","CALDAS","VILLAMARIA","CAUCA","4.802611111","-75.38047222","Precipitacion","mm"
"0021206900","0240","2016-05-23T23:10:00.000","0.7","LA ESPERANZA USME - FOPAE","BOGOTA D.C.","BOGOTA, D.C","META","4.45","-74.1","Precipitacion","mm"
"0011135030","0240","2013-10-30T04:00:00.000","0","UNGUIA - AUT","CHOCO","UNGUÍA","ATRATO - DARIÉN","8.036722222","-77.08786111","Precipitacion","mm"
"0021257120","0240","2014-09-03T06:00:00.000","0","PUENTE NEGRO  - AUT","TOLIMA","VILLAHERMOSA","ALTO MAGDALENA","4.940194444","-75.08980556","Precipitacion","mm"
"0016015110","0240","2013-07-02T09:30:00.000","0","UNIVERSIDAD FRANCISO DE PAULA SANTANDER - AUT","NORTE DE SANTANDER","CÚCUTA","CATATUMBO","7.898777778","-72.48716667","Precipitacion","mm"
"0021015060","0240","2012-07-25T17:40:00.000","0","MARENGO  - AUT","HUILA","PITALITO","ALTO MAGDALENA","2.221111111","-76.11888889","Precipitacion","mm"
"0021206810","0240","2008-06-10T15:10:00.000","0","SAN BENITO - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.55","-74.233","Precipitacion","mm"
"0023065501","0240","2017-09-17T14:25:00.000","0","PACHO  - AUT","CUNDINAMARCA","PACHO","MEDIO MAGDALENA","5.129127778","-74.15769722","Precipitacion","mm"
"0024025501","0240","2018-11-16T17:55:00.000","0","ALBERTO SANTOS  - AUT","SANTANDER","SOCORRO","SOGAMOSO","6.493052778","-73.22111111","Precipitacion","mm"
"0021205012","0240","2016-03-25T08:50:00.000","0","UNIVERSIDAD NACIONAL  - AUT","BOGOTA","BOGOTA, D.C","ALTO MAGDALENA","4.638083333","-74.08908333","Precipitacion","mm"
"0021217180","0240","2016-10-30T05:20:00.000","0","MONTEZUMA - RIO COMBEIMA","TOLIMA","IBAGUÉ","ALTO MAGDALENA","4.482","-75.286","Precipitacion","mm"
"0023105060","0240","2007-05-14T03:40:00.000","0","VEGACHA","ANTIOQUIA","VEGACHÍ","MEDIO MAGDALENA","6.774","-74.797","Precipitacion","mm"
"0021215501","0240","2016-06-14T21:20:00.000","0","ESPERANZA LA  - AUT","TOLIMA","IBAGUÉ","ALTO MAGDALENA","4.45","-75.25","Precipitacion","mm"
"0021115180","0240","2016-01-14T01:50:00.000","0","HACIENDA MANILA - AUT","HUILA","BARAYA","ALTO MAGDALENA","3.133055556","-75.08152778","Precipitacion","mm"
"0021097070","0240","2014-01-02T01:40:00.000","0","PTE SANTANDER - TX GPRS","HUILA","NEIVA","ALTO MAGDALENA","2.943","-75.309","Precipitacion","mm"
"0021015060","0240","2013-08-19T16:50:00.000","0","MARENGO  - AUT","HUILA","PITALITO","ALTO MAGDALENA","2.221111111","-76.11888889","Precipitacion","mm"
"0021235030","0240","2011-07-03T09:20:00.000","0","UNIVERSIDAD DE CUNDINAMARCA - AUT","CUNDINAMARCA","GIRARDOT","ALTO MAGDALENA","4.305333333","-74.80811111","Precipitacion","mm"
"2120000109","0240","2019-05-27T19:27:00.000","0","COLEGIO RODOLFO LLINAS - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.72","-74.108","Precipitacion","mm"
"0015015120","0240","2017-02-06T10:27:00.000","0","UNIVERSIDAD TECNOLOGICA  - AUT","MAGDALENA","SANTA MARTA","CARIBE - GUAJIRA","11.22305556","-74.18591667","Precipitacion","mm"
"0017015010","0240","2016-09-20T04:10:00.000","0","APTO SESQUICENTENARIO TX GPRS","SAN ANDRÉS PROVIDENCIA","SAN ANDRÉS","ISLAS CARIBE","12.542","-81.731","Precipitacion","mm"
"0026125506","0240","2017-03-15T22:25:00.000","0","EL AGRADO  - AUT","QUINDÍO","MONTENEGRO","CAUCA","4.518333333","-75.7925","Precipitacion","mm"
"0026125504","0240","2017-12-24T14:30:00.000","0","PARAGUAICITO  - AUT","QUINDÍO","BUENAVISTA","CAUCA","4.395555556","-75.73416667","Precipitacion","mm"
"0026145503","0240","2019-07-05T18:15:00.000","0","ANSERMA  - AUT","CALDAS","ANSERMA","CAUCA","5.231330556","-75.77961667","Precipitacion","mm"
"0021167080","0240","2011-12-14T03:40:00.000","0","LA MORA - AUT","TOLIMA","PRADO","ALTO MAGDALENA","3.725194444","-74.82644444","Precipitacion","mm"
"0026145501","0240","2019-08-08T06:30:00.000","0","APIA  - AUT","RISARALDA","APÍA","CAUCA","5.105055556","-75.93305556","Precipitacion","mm"
"0026155150","0240","2019-05-06T17:10:00.000","0","LAS BRISAS - AUT","CALDAS","VILLAMARIA","MEDIO MAGDALENA","4.934527778","-75.35038889","Precipitacion","mm"
"2120000108","0240","2019-04-12T21:32:00.000","0","IDIGER - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.675","-74.114","Precipitacion","mm"
"0015075501","0240","2018-10-21T21:50:00.000","0","AEROPUERTO PUERTO BOLIVAR  - AUT","LA GUAJIRA","URIBIA","CARIBE - GUAJIRA","12.22430556","-71.98288889","Precipitacion","mm"
"0011027030","0240","2019-07-24T20:10:00.000","0","EL SIETE - AUT","CHOCO","EL CARMEN","ATRATO - DARIÉN","5.862","-76.15205556","Precipitacion","mm"
"0044015070","0240","2017-11-28T21:20:00.000","0","EL PEPINO - AUT","PUTUMAYO","MOCOA","CAQUETÁ","1.082888889","-76.66711111","Precipitacion","mm"
"2120000109","0240","2019-01-20T08:27:00.000","0","COLEGIO RODOLFO LLINAS - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.72","-74.108","Precipitacion","mm"
"0053115502","0240","2017-08-05T09:35:00.000","0","JULIO FERNANDEZ  - AUT","VALLE DEL CAUCA","RESTREPO","TAPAJE - DAGUA - DIRECTOS","3.809163889","-76.53305556","Precipitacion","mm"
"0021255160","0240","2012-11-23T10:20:00.000","3","HACIENDA PAJONALES","TOLIMA","AMBALEMA","ALTO MAGDALENA","4.760722222","-74.83425","Precipitacion","mm"
"0022025501","0240","2017-10-17T09:10:00.000","0","ATACO  - AUT","TOLIMA","ATACO","SALDAÑA","3.416666667","-75.63305556","Precipitacion","mm"
"0023050420","0240","2017-05-04T01:10:00.000","0","ARGELIA ANTIOQUIA - AUT","ANTIOQUIA","ARGELIA","MEDIO MAGDALENA","5.731138889","-75.13852778","Precipitacion","mm"
"0021209920","0240","2019-01-16T20:00:00.000","0","SANTA ROSITA - AUT","CUNDINAMARCA","SUESCA","ALTO MAGDALENA","5.19225","-73.77905556","Precipitacion","mm"
"0035025080","0240","2018-10-22T06:40:00.000","0","PNN CHINGAZA - AUT","CUNDINAMARCA","LA CALERA","META","4.661","-73.82733333","Precipitacion","mm"
"0026015030","0240","2018-12-14T00:00:00.000","0","PNN PURACE - AUT","CAUCA","PURACÉ (COCONUCO)","CAUCA","2.356848889","-76.40354389","Precipitacion","mm"
"0021117110","0240","2018-11-25T03:50:00.000","0","MOTILON  - AUT","HUILA","RIVERA","ALTO MAGDALENA","2.805583333","-75.08555556","Precipitacion","mm"
"0021255160","0240","2016-03-21T02:20:00.000","0","HACIENDA PAJONALES","TOLIMA","AMBALEMA","ALTO MAGDALENA","4.760722222","-74.83425","Precipitacion","mm"
"0024035360","0240","2016-10-27T04:40:00.000","0","SOCHA - AUT","BOYACÁ","SOCHA","SOGAMOSO","5.985416667","-72.99702778","Precipitacion","mm"
"0021206990","0240","2018-11-28T11:20:00.000","0","TIBAITATA - AUT","CUNDINAMARCA","MOSQUERA","ALTO MAGDALENA","4.691416667","-74.209","Precipitacion","mm"
"2120000109","0240","2019-03-25T12:23:00.000","0","COLEGIO RODOLFO LLINAS - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.72","-74.108","Precipitacion","mm"
"0021237010","0240","2009-11-16T21:20:00.000","0","NARINO - AUT","CUNDINAMARCA","NARIÑO","ALTO MAGDALENA","4.387777778","-74.838375","Precipitacion","mm"
"0023055502","0240","2018-09-20T20:55:00.000","0","VILLARAZ  - AUT","CALDAS","PENSILVANIA","MEDIO MAGDALENA","5.383333333","-75.06638889","Precipitacion","mm"
"2403500084","0240","2019-03-20T05:00:00.000","0","MONGUA - AUT","BOYACÁ","MONGUA","SOGAMOSO","5.758019444","-72.79485","Precipitacion","mm"
"0021045501","0240","2017-07-05T02:50:00.000","0","OPORAPA  - AUT","HUILA","OPORAPA","ALTO MAGDALENA","2.041941667","-76.01191667","Precipitacion","mm"
"0027015290","0240","2018-04-22T21:00:00.000","0.1","PAJARITO - AUT","ANTIOQUIA","MEDELLÍN","NECHÍ","6.286333333","-75.61279167","Precipitacion","mm"
"0021255170","0240","2012-03-15T22:00:00.000","0","MURILLO - AUT","TOLIMA","MURILLO","ALTO MAGDALENA","4.870555556","-75.17327778","Precipitacion","mm"
"0021202220","0240","2009-10-14T11:25:00.000","0","PARAISO - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.617","-74.05","Precipitacion","mm"
"0021115010","0240","2006-05-24T13:10:00.000","0","DESIERTO TATACOA","HUILA","VILLAVIEJA","ALTO MAGDALENA","3.234","-75.168","Precipitacion","mm"
"0021015060","0240","2006-12-01T08:10:00.000","0","MARENGO  - AUT","HUILA","PITALITO","ALTO MAGDALENA","2.221111111","-76.11888889","Precipitacion","mm"
"0021206990","0240","2006-06-05T07:40:00.000","0","TIBAITATA - AUT","CUNDINAMARCA","MOSQUERA","ALTO MAGDALENA","4.691416667","-74.209","Precipitacion","mm"
"0026127010","0240","2019-07-27T19:50:00.000","0","EL ALAMBRADO","VALLE DEL CAUCA","CAICEDONIA","CAUCA","4.41","-75.875","Precipitacion","mm"
"0021255160","0240","2011-01-19T00:10:00.000","0","HACIENDA PAJONALES","TOLIMA","AMBALEMA","ALTO MAGDALENA","4.760722222","-74.83425","Precipitacion","mm"
"0024035370","0240","2009-07-29T14:50:00.000","0","EL ESPINO - AUT","BOYACÁ","EL ESPINO","SOGAMOSO","6.506722222","-72.45266667","Precipitacion","mm"
"0026055110","0240","2019-08-23T04:50:00.000","0","LA INDEPENDENCIA - AUT","VALLE DEL CAUCA","JAMUNDÍ","CAUCA","3.185361111","-76.56930556","Precipitacion","mm"
"0021202180","0240","2016-03-31T19:25:00.000","0","QUIBA - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.543","-74.156","Precipitacion","mm"
"0021015070","0240","2013-11-12T02:20:00.000","0","LOS GUACHAROS  - AUT","HUILA","PALESTINA","ALTO MAGDALENA","1.675833","-76.106841","Precipitacion","mm"
"0021206940","0240","2004-11-18T02:50:00.000","0","CIUDAD BOLIVAR","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.577","-74.177","Precipitacion","mm"
"0011027070","0240","2016-03-02T14:50:00.000","0","BORAUDO","CHOCÓ","LLORÓ","ATRATO - DARIÉN","5.515","-76.576","Precipitacion","mm"
"0021209200","0240","2019-07-04T23:00:00.000","0","LA CAMPINA - AUT","CUNDINAMARCA","GIRARDOT","ALTO MAGDALENA","4.304888889","-74.793777778","Precipitacion","mm"
"0023125160","0240","2006-10-29T10:30:00.000","0","SAN PABLO DE BORBUR  - AUT","BOYACÁ","SAN PABLO DE BORBUR","MEDIO MAGDALENA","5.647027778","-74.07130556","Precipitacion","mm"
"0026155270","0240","2017-09-09T03:20:00.000","0","SAN ANTONIO CALDAS - AUT","CALDAS","VILLAMARIA","CAUCA","4.886611111","-75.42897222","Precipitacion","mm"
"0023015501","0240","2018-10-13T16:35:00.000","0","FRESNO  - AUT","TOLIMA","FRESNO","MEDIO MAGDALENA","5.155638889","-75.00313611","Precipitacion","mm"
"0021137010","0240","2016-07-17T18:50:00.000","0","PURIFICACION","TOLIMA","PURIFICACIÓN","ALTO MAGDALENA","3.85","-74.936","Precipitacion","mm"
"0026155505","0240","2018-03-07T19:05:00.000","0","GRANJA LUKER  - AUT","CALDAS","PALESTINA","CAUCA","5.070275","-75.68555278","Precipitacion","mm"
"2120000102","0240","2018-12-30T11:36:00.000","0","COLEGIO CARLOS PIZARRO - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.635","-74.205","Precipitacion","mm"
"0023037010","0240","2006-10-24T09:30:00.000","0.1","PUERTO SALGAR - AUT","CUNDINAMARCA","PUERTO SALGAR","MEDIO MAGDALENA","5.469666667","-74.66216667","Precipitacion","mm"
"0013055040","0240","2007-03-30T00:20:00.000","0","INCODER - AUT","CORDOBA","MONTERÍA","SINÚ","8.746944444","-75.91388889","Precipitacion","mm"
"0023085260","0240","2018-03-01T23:50:00.000","0","LA SELVA - AUT","ANTIOQUIA","RIONEGRO","MEDIO MAGDALENA","6.131916667","-75.41455556","Precipitacion","mm"
"0027015501","0240","2017-08-14T08:00:00.000","0","YOLOMBO  - AUT","ANTIOQUIA","YOLOMBÓ","NECHÍ","6.580958333","-75.11487778","Precipitacion","mm"
"0012015100","0240","2014-11-19T22:00:00.000","0","PISTA INDIRA - AUT","ANTIOQUIA","TURBO","CARIBE - LITORAL","7.94075","-76.69616667","Precipitacion","mm"
"0026237040","0240","2018-07-07T11:50:00.000","0","PTO VALDIVIA","ANTIOQUIA","VALDIVIA","CAUCA","7.287","-75.396","Precipitacion","mm"
"0011115020","0240","2019-08-23T22:40:00.000","0","CAÑASGORDAS  - AUT","ANTIOQUIA","CAÑASGORDAS","ATRATO - DARIÉN","6.758027778","-76.02966667","Precipitacion","mm"
"0011050020","0240","2019-07-05T03:50:00.000","0.1","PR CHOCO: BETE","CHOCÓ","MEDIO ATRATO (BETÉ)","ATRATO - DARIÉN","5.995","-76.78","Precipitacion","mm"
"0026185501","0240","2019-07-16T23:00:00.000","0","SONSON  - AUT","ANTIOQUIA","SONSÓN","CAUCA","5.677719444","-75.34780556","Precipitacion","mm"
"0021165501","0240","2019-08-06T00:20:00.000","0","DOLORES  - AUT","TOLIMA","DOLORES","ALTO MAGDALENA","3.537155556","-74.82982778","Precipitacion","mm"
"0021202180","0240","2009-09-25T10:05:00.000","0","QUIBA - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.543","-74.156","Precipitacion","mm"
"0015065180","0240","2017-01-09T16:50:00.000","0","APTO ALMIRANTE PADILLA TX GPRS","LA GUAJIRA","RIOHACHA","CARIBE - GUAJIRA","11.53","-72.918","Precipitacion","mm"
"0023050420","0240","2008-09-13T19:20:00.000","0","ARGELIA ANTIOQUIA - AUT","ANTIOQUIA","ARGELIA","MEDIO MAGDALENA","5.731138889","-75.13852778","Precipitacion","mm"
"0024025090","0240","2017-05-26T00:30:00.000","0","MOGOTES - AUT","SANTANDER","MOGOTES","SOGAMOSO","6.47","-72.96888889","Precipitacion","mm"
"0014015020","0240","2015-06-03T22:30:00.000","0","APTO RAFAEL NUÑEZ  TX GPRS","BOLÍVAR","CARTAGENA","CARIBE - LITORAL","10.447","-75.516","Precipitacion","mm"
"0026055120","0240","2019-05-06T02:00:00.000","0","UNIVERSIDAD DEL VALLE  - AUT","VALLE DEL CAUCA","CALI","CAUCA","3.378","-76.53388889","Precipitacion","mm"
"0021197010","0240","2018-12-19T07:20:00.000","0","EL PROFUNDO - AUT","CUNDINAMARCA","CABRERA","ALTO MAGDALENA","4.011694444","-74.504444444","Precipitacion","mm"
"0026125710","0240","2018-01-17T00:10:00.000","0","APTO MATECAÑA TX GPS/GOES","RISARALDA","PEREIRA","CAUCA","4.813","-75.74","Precipitacion","mm"
"0026145505","0240","2018-07-10T11:25:00.000","0","LA FLORESTA  - AUT","CALDAS","BELALCAZAR","CAUCA","4.979219444","-75.83555556","Precipitacion","mm"
"0011047040","0240","2010-09-06T17:50:00.000","0","QUIBDO - AUT","CHOCO","QUIBDÓ","ATRATO - DARIÉN","5.697991667","-76.66225833","Precipitacion","mm"
"0026125505","0240","2017-11-28T13:45:00.000","0","LA BELLA  - AUT","QUINDÍO","CALARCÁ","CAUCA","4.501111111","-75.67138889","Precipitacion","mm"
"2405700149","0240","2019-08-18T03:20:00.000","0","EL JUNCAL - AUT","SANTANDER","LOS SANTOS","SOGAMOSO","6.793777778","-73.198638889","Precipitacion","mm"
"0021015502","0240","2018-11-19T17:20:00.000","0.1","SAN AGUSTIN  - AUT","HUILA","SAN AGUSTÍN","ALTO MAGDALENA","1.851416667","-76.30433056","Precipitacion","mm"
"0021202220","0240","2016-06-01T13:30:00.000","0","PARAISO - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.617","-74.05","Precipitacion","mm"
"0031095030","0240","2018-03-12T22:00:00.000","0","PTO INIRIDA","GUAINÍA","INÍRIDA","INÍRIDA","3.868","-67.932","Precipitacion","mm"
"2120700038","0240","2019-03-01T01:00:00.000","0","SAN FRANCISCO - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.562","-74.149","Precipitacion","mm"
"0026055100","0240","2018-03-13T03:10:00.000","0","FARALLONES - AUT","VALLE DEL CAUCA","CALI","CAUCA","3.416055556","-76.6515","Precipitacion","mm"
"0011159010","0240","2019-02-06T19:30:00.000","0","CAPURGANA - TX GPRS","CHOCÓ","ACANDÍ","ATRATO - DARIÉN","8.616","-77.331","Precipitacion","mm"
"0052015501","0240","2017-11-20T23:55:00.000","0","BALBOA  - AUT","CAUCA","BALBOA","PATÍA","2.125191667","-77.19266667","Precipitacion","mm"
"0016015502","0240","2019-05-31T08:00:00.000","0","BLONAY  - AUT","NORTE DE SANTANDER","CHINÁCOTA","CATATUMBO","7.564997222","-72.62110833","Precipitacion","mm"
"0021202200","0240","2012-04-23T01:15:00.000","0","VITELMA","BOGOTA D.C.","BOGOTA, D.C","META","4.575","-74.072","Precipitacion","mm"
"2308500071","0240","2019-04-23T08:00:00.000","0","RETIRO - AUT","ANTIOQUIA","RETIRO","MEDIO MAGDALENA","6.060275","-75.509513889","Precipitacion","mm"
"0021255170","0240","2011-08-11T14:10:00.000","0","MURILLO - AUT","TOLIMA","MURILLO","ALTO MAGDALENA","4.870555556","-75.17327778","Precipitacion","mm"
"0021206790","0240","2012-06-24T22:00:00.000","1.3","HACIENDA SANTA ANA - AUT","CUNDINAMARCA","NEMOCÓN","ALTO MAGDALENA","5.0905","-73.88125","Precipitacion","mm"
"0026237040","0240","2019-02-26T11:00:00.000","0","PTO VALDIVIA","ANTIOQUIA","VALDIVIA","CAUCA","7.287","-75.396","Precipitacion","mm"
"0023105060","0240","2009-06-11T17:30:00.000","0","VEGACHA","ANTIOQUIA","VEGACHÍ","MEDIO MAGDALENA","6.774","-74.797","Precipitacion","mm"
"0021117110","0240","2016-01-06T07:40:00.000","0","MOTILON  - AUT","HUILA","RIVERA","ALTO MAGDALENA","2.805583333","-75.08555556","Precipitacion","mm"
"2120700037","0240","2019-04-08T21:59:00.000","0","CASAS FISCALES ESCUELA DE ARTILLERÍA - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.556","-74.125","Precipitacion","mm"
"0021201200","0240","2015-02-05T13:50:00.000","0","ESC LA UNION - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.343","-74.184","Precipitacion","mm"
"0021206810","0240","2015-11-27T22:45:00.000","0","SAN BENITO - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.55","-74.233","Precipitacion","mm"
"0024035360","0240","2010-07-23T10:00:00.000","0","SOCHA - AUT","BOYACÁ","SOCHA","SOGAMOSO","5.985416667","-72.99702778","Precipitacion","mm"
"0026125061","0240","2017-04-25T16:40:00.000","18.378","APTO EL EDEN","QUINDÍO","ARMENIA","CAUCA","4.455","-75.766","Precipitacion","mm"
"0023125170","0240","2006-07-30T04:00:00.000","0","SAN CAYETANO - AUT","CUNDINAMARCA","SAN CAYETANO","MEDIO MAGDALENA","5.333333333","-74.016666667","Precipitacion","mm"
"0026155240","0240","2018-07-28T03:20:00.000","0.1","PNN NEVADOS - AUT","CALDAS","VILLAMARIA","CAUCA","4.859444444","-75.38241667","Precipitacion","mm"
"0024035390","0240","2015-05-15T09:10:00.000","0.1","PARAMO ALMORZADERO  - AUT","SANTANDER","CERRITO","SOGAMOSO","6.945388889","-72.69633333","Precipitacion","mm"
"0011037030","0240","2012-07-20T11:20:00.000","0","LA LOMA PUEBLO NUEVO - En Siniestro","CHOCÓ","RIO QUITO (PAIMADÓ)","ATRATO - DARIÉN","5.585","-76.753","Precipitacion","mm"
"0015015120","0240","2017-01-03T02:19:00.000","0","UNIVERSIDAD TECNOLOGICA  - AUT","MAGDALENA","SANTA MARTA","CARIBE - GUAJIRA","11.22305556","-74.18591667","Precipitacion","mm"
"0029065501","0240","2019-05-17T15:55:00.000","0","CIENAGA,LA  - AUT","MAGDALENA","CIÉNAGA","BAJO MAGDALENA","10.89785833","-74.08156667","Precipitacion","mm"
"0026145090","0240","2018-03-23T13:30:00.000","0","SANTA EMILIA - AUT","RISARALDA","BELÉN DE UMBRÍA","CAUCA","5.207472222","-75.90294444","Precipitacion","mm"
"0021115501","0240","2018-09-22T17:35:00.000","0","TELLO  - AUT","HUILA","TELLO","ALTO MAGDALENA","2.960666667","-75.02849722","Precipitacion","mm"
"2120000100","0240","2019-01-25T03:57:00.000","0","COLEGIO ALEMANIA SOLIDARIA - AUT","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.652","-74.075","Precipitacion","mm"
"0021137050","0240","2015-08-29T13:50:00.000","0","RIO ANGOSTURA  - AUT","TOLIMA","NATAGAIMA","ALTO MAGDALENA","3.443194444","-75.11880556","Precipitacion","mm"
"0023117030","0240","2013-09-15T08:50:00.000","0","EL TAGUAL","SANTANDER","CIMITARRA","MEDIO MAGDALENA","6.733","-74.16","Precipitacion","mm"
"0021209920","0240","2009-08-22T05:20:00.000","0","SANTA ROSITA - AUT","CUNDINAMARCA","SUESCA","ALTO MAGDALENA","5.19225","-73.77905556","Precipitacion","mm"
"0026155230","0240","2018-09-13T12:00:00.000","0","EMAS - AUT","CALDAS","MANIZALES","CAUCA","5.08525","-75.50713889","Precipitacion","mm"
"0016015502","0240","2017-09-12T20:00:00.000","0","BLONAY  - AUT","NORTE DE SANTANDER","CHINÁCOTA","CATATUMBO","7.564997222","-72.62110833","Precipitacion","mm"
"0026185501","0240","2019-05-21T00:20:00.000","0","SONSON  - AUT","ANTIOQUIA","SONSÓN","CAUCA","5.677719444","-75.34780556","Precipitacion","mm"
"0023057140","0240","2010-11-12T17:50:00.000","0","SAN MIGUEL","ANTIOQUIA","SONSÓN","MEDIO MAGDALENA","5.731","-74.726","Precipitacion","mm"
"0035025501","0240","2018-06-15T21:25:00.000","0","QUETAME  - AUT","CUNDINAMARCA","QUETAME","META","4.297941667","-73.87238889","Precipitacion","mm"
"0026085160","0240","2017-02-16T01:10:00.000","0","SILOE - AUT","VALLE DEL CAUCA","CALI","CAUCA","3.4255","-76.56061111","Precipitacion","mm"
"0028035060","0240","2017-02-11T19:14:00.000","0","FEDEARROZ - AUT","CESAR","VALLEDUPAR","CESAR","10.46361111","-73.24805556","Precipitacion","mm"
"0016015501","0240","2016-12-26T14:10:00.000","0","APTO CAMILO DAZA","NORTE DE SANTANDER","CÚCUTA","CATATUMBO","7.932","-72.511","Precipitacion","mm"
"0021165502","0240","2019-07-10T21:20:00.000","0","VILLARICA  - AUT","TOLIMA","VILLARRICA","ALTO MAGDALENA","3.955641667","-74.59178611","Precipitacion","mm"
"0021055501","0240","2017-07-24T15:10:00.000","0","SIMON CAMPOS  - AUT","HUILA","LA PLATA","ALTO MAGDALENA","2.345830556","-75.87805556","Precipitacion","mm"
"0021206810","0240","2013-10-02T08:15:00.000","0","SAN BENITO - FOPAE","BOGOTA D.C.","BOGOTA, D.C","ALTO MAGDALENA","4.55","-74.233","Precipitacion","mm"
"0026165502","0240","2019-08-04T23:40:00.000","0","JARDIN  - AUT","ANTIOQUIA","JARDÍN","CAUCA","5.6","-75.84972222","Precipitacion","mm"
"0026155505","0240","2017-11-24T01:40:00.000","0.1","GRANJA LUKER  - AUT","CALDAS","PALESTINA","CAUCA","5.070275","-75.68555278","Precipitacion","mm"
"0026175501","0240","2018-09-08T06:05:00.000","0","RAFAEL ESCOBAR  - AUT","CALDAS","SUPIA","CAUCA","5.45","-75.63305556","Precipitacion","mm"
"0025025380","0240","2017-11-22T21:30:00.000","0","SAN BENITO ABAD - LA MOJANA TX GPRS/GOES","SUCRE","SAN BENITO ABAD","BAJO MAGDALENA- CAUCA -SAN JORGE","9.164","-75.045","Precipitacion","mm"
"0021206960","0240","2015-08-08T09:50:00.000","0","IDEAM BOGOTA  - AUT","BOGOTA","BOGOTA, D.C","ALTO MAGDALENA","4.6","-74.06666667","Precipitacion","mm"
"0029065000","0240","2017-12-10T13:50:00.000","0","MEDIA LUNA - AUT","MAGDALENA","PIVIJAI","BAJO MAGDALENA","10.51002778","-74.50666667","Precipitacion","mm"
"0026125501","0240","2017-11-26T03:05:00.000","0","GENOVA  - AUT","QUINDÍO","GÉNOVA","CAUCA","4.204416667","-75.76866667","Precipitacion","mm"
"0026125505","0240","2019-07-04T05:35:00.000","0","LA BELLA  - AUT","QUINDÍO","CALARCÁ","CAUCA","4.501111111","-75.67138889","Precipitacion","mm"
"0035195060","0240","2017-11-11T11:50:07.000","0","PERENCO: TOQUILLA","BOYACÁ","AQUITANIA","META","5.524","-72.791","Precipitacion","mm"
"0021117110","0240","2014-09-29T06:30:00.000","0","MOTILON  - AUT","HUILA","RIVERA","ALTO MAGDALENA","2.805583333","-75.08555556","Precipitacion","mm"
"0013055040","0240","2012-11-27T16:10:00.000","0","INCODER - AUT","CORDOBA","MONTERÍA","SINÚ","8.746944444","-75.91388889","Precipitacion","mm"
"0015017060","0240","2006-12-06T13:40:00.000","0","BOCATOMA STA MARTA - En Siniestro","MAGDALENA","SANTA MARTA","CARIBE - GUAJIRA","11.254","-74.139","Precipitacion","mm"
"0052035501","0240","2018-01-26T03:55:00.000","0","EL SAUCE  - AUT","NARIÑO","LA UNIÓN","PATÍA","1.615555556","-77.10971944","Precipitacion","mm"
"0024025090","0240","2018-06-15T05:10:00.000","0","MOGOTES - AUT","SANTANDER","MOGOTES","SOGAMOSO","6.47","-72.96888889","Precipitacion","mm"
"0056015010","0240","2018-10-07T21:50:00.000","0","PR CHOCO: PANAMERICANA","CHOCÓ","BAHÍA SOLANO (MUTIS)","PACÍFICO - DIRECTOS","6.223","-77.404","Precipitacion","mm"
